movieId,title,genres,director,actors,year,avg_rating,num_ratings
171274,Inherent Vice,Comedy|Romance|Crime|Drama|Mystery,Paul Thomas Anderson,Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon,2014,6.5,833
24432,Doogal,Family,Frank Passingham,Daniel Tay|Jimmy Fallon|Jon Stewart|Whoopi Goldberg|William H. Macy,2006,3.2,18
109417,Battle of the Year,Music|Drama,Benson Lee,Josh Holloway|Josh Peck|Chris Brown|Laz Alonso|Caity Lotz,2013,5.9,88
13948,An American Carol,Comedy|Fantasy,David Zucker,Kevin Farley|Kelsey Grammer|Leslie Nielsen|Trace Adkins|Robert Davi,2008,4.1,20
106747,Machete Kills,Action|Crime|Thriller,Robert Rodriguez,Danny Trejo|Mel Gibson|Amber Heard|Michelle Rodriguez|Sofía Vergara,2013,5.3,631
10929,Willard,Horror,Glen Morgan,Crispin Glover|R. Lee Ermey|Laura Harring|Jackie Burroughs|Ashlyn Gere,2003,5.8,82
14220,Strange Wilderness,Comedy,Fred Wolf,Steve Zahn|Allen Covert|Jonah Hill|Kevin Heffernan|Ashley Scott,2008,4.7,69
46435,Topsy-Turvy,Comedy|Drama|Music,Mike Leigh,Allan Corduner|Jim Broadbent|Timothy Spall|Dexter Fletcher|Shirley Henderson,1999,6.7,41
256962,Little Boy,Comedy|Drama|War,Alejandro Monteverde,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,2015,7.0,185
48231,A Dangerous Method,Drama|Thriller,David Cronenberg,Keira Knightley|Viggo Mortensen|Michael Fassbender|Sarah Gadon|Vincent Cassel,2011,6.2,571
3509,A Scanner Darkly,Animation|Science Fiction|Thriller,Richard Linklater,Keanu Reeves|Winona Ryder|Woody Harrelson|Robert Downey Jr.|Mitch Baker,2006,6.8,532
82684,Chasing Mavericks,Drama,Curtis Hanson,Gerard Butler|Jonny Weston|Elisabeth Shue|Abigail Spencer|Leven Rambin,2012,7.0,216
12142,Alone in the Dark,Action|Fantasy|Horror|Thriller,Uwe Boll,Christian Slater|Tara Reid|Stephen Dorff|Frank C. Turner|Matthew Walker,2005,3.1,173
23367,Bandslam,Comedy|Drama|Family|Music,Todd Graff,Vanessa Hudgens|Aly Michalka|Gaelan Connell|Lisa Kudrow|Scott Porter,2009,5.4,126
10740,Birth,Drama|Mystery|Thriller,Jonathan Glazer,Nicole Kidman|Cameron Bright|Danny Huston|Lauren Bacall|Alison Elliott,2004,5.9,179
241239,A Most Violent Year,Crime|Drama|Thriller,J.C. Chandor,Oscar Isaac|Jessica Chastain|Albert Brooks|Elyes Gabel|David Oyelowo,2014,6.5,546
14582,Passchendaele,Drama|Romance|War|History,Paul Gross,Paul Gross|Caroline Dhavernas|Joe Dinicol|Meredith Bailey|Adam Harrington,2008,6.3,26
14914,Flash of Genius,Drama,Marc Abraham,Aaron Abrams|Alan Alda|Lauren Graham|Greg Kinnear|Tatiana Maslany,2008,6.3,59
3902,I'm Not There.,Drama|Music,Todd Haynes,Cate Blanchett|Heath Ledger|Julianne Moore|Ben Whishaw|Charlotte Gainsbourg,2007,6.6,195
77948,The Cold Light of Day,Action|Thriller,Mabrouk El Mechri,Henry Cavill|Verónica Echegui|Sigourney Weaver|Bruce Willis|Caroline Goodall,2012,4.8,271
21755,The Brothers Bloom,Adventure|Comedy|Drama|Romance,Rian Johnson,Rachel Weisz|Adrien Brody|Mark Ruffalo|Rinko Kikuchi|Robbie Coltrane,2008,6.8,203
4960,"Synecdoche, New York",Drama,Charlie Kaufman,Philip Seymour Hoffman|Samantha Morton|Jennifer Jason Leigh|Michelle Williams|Catherine Keener,2008,7.4,278
128,Princess Mononoke,Adventure|Fantasy|Animation,Hayao Miyazaki,Yōji Matsuda|Yuriko Ishida|Yūko Tanaka|Kaoru Kobayashi|Masahiko Nishimura,1997,8.2,1983
14652,Bon voyage,Comedy|Drama|Foreign,Jean-Paul Rappeneau,Grégori Derangère|Gérard Depardieu|Isabelle Adjani|Virginie Ledoyen|Yvan Attal,2003,5.7,20
40932,Can't Stop the Music,Comedy|Music,Nancy Walker,Alex Briley|David Hodo|Glenn Hughes|Randy Jones|Felipe Rose,1980,4.9,9
16608,The Proposition,Action|Adventure|Crime|Drama|Thriller|Western,John Hillcoat,Guy Pearce|Ray Winstone|Emily Watson|Danny Huston|David Wenham,2005,7.1,218
334531,My All American,Drama,Angelo Pizzo,Aaron Eckhart|Finn Wittrock|Robin Tunney|Sarah Bolger|Michael Reilly Burke,2015,6.8,36
32316,Marci X,Comedy,Richard Benjamin,Lisa Kudrow|Damon Wayans|Richard Benjamin|Jane Krakowski|Christine Baranski,2003,3.3,12
7299,Equilibrium,Action|Science Fiction|Thriller,Kurt Wimmer,Christian Bale|Taye Diggs|Emily Watson|Angus Macfadyen|Sean Bean,2002,6.9,1552
13405,The Children of Huang Shi,Drama|War,Roger Spottiswoode,Jonathan Rhys Meyers|Radha Mitchell|Chow Yun-fat|Michelle Yeoh,2008,6.5,52
19457,The Yards,Drama|Action|Thriller|Crime,James Gray,Mark Wahlberg|Joaquin Phoenix|Charlize Theron|James Caan|Ellen Burstyn,2000,6.0,97
112937,The Oogieloves in the Big Balloon Adventure,Family,Matthew Diamond,Christopher Lloyd|Cary Elwes|Jaime Pressly|Cloris Leachman|Chazz Palminteri,2012,2.2,8
314385,By the Sea,Drama|Romance,Angelina Jolie,Angelina Jolie|Brad Pitt|Mélanie Laurent|Melvil Poupaud|Niels Arestrup,2015,5.4,156
8953,Steamboy,Animation|Fantasy|Science Fiction,Katsuhiro Ōtomo,Anne Suzuki|Masane Tsukayama|Katsuo Nakamura|Manami Konishi|Kiyoshi Kodama,2004,6.4,102
29078,The Game of Their Lives,Drama,David Anspaugh,Gerard Butler|Wes Bentley|Gavin Rossdale|Costas Mandylor|Louis Mandylor,2005,5.8,14
46503,All Good Things,Drama|Mystery|Thriller|Crime|Romance,Andrew Jarecki,Kirsten Dunst|Ryan Gosling|Kristen Wiig|Frank Langella|Lily Rabe,2010,5.9,286
10448,Rapa Nui,Adventure,Kevin Reynolds,Jason Scott Lee|Esai Morales|Sandrine Holt|Eru Potaka-Dewes|Emilio Tuki Hito,1994,6.2,33
13688,CJ7,Comedy|Drama|Family|Fantasy|Science Fiction,Stephen Chow,Stephen Chow|Xu Jiao|Kitty Zhang Yuqi|Lam Tze-Chung|Lee Sheung-Ching,2008,6.1,107
10353,The Visitors II: The Corridors of Time,Comedy|Fantasy,Jean-Marie Poiré,Christian Clavier|Jean Reno|Marie-Anne Chazel|Christian Bujeau|Muriel Robin,1998,5.8,221
43935,Dylan Dog: Dead of Night,Action|Comedy|Horror|Mystery|Science Fiction|Thriller,Kevin Munroe,Brandon Routh|Peter Stormare|Sam Huntington|Taye Diggs|Anita Briem,2011,4.5,139
11458,People I Know,Drama|Thriller,Daniel Algrant,Al Pacino|Kim Basinger|Ryan O'Neal|Téa Leoni|Jonathan Walker,2002,5.5,48
44638,The Tempest,Drama|Fantasy,Julie Taymor,Helen Mirren|Felicity Jones|Reeve Carney|David Strathairn|Tom Conti,2010,6.0,31
241257,Regression,Horror|Mystery|Thriller,Alejandro Amenábar,Ethan Hawke|Emma Watson|David Thewlis|Lothaire Bluteau|Dale Dickey,2015,5.3,585
14538,Three Kingdoms: Resurrection of the Dragon,Action|History|Drama,Daniel Lee,Sammo Hung|Vanness Wu|Maggie Q|Andy Lau|Ti Lung,2008,6.6,35
13250,Butterfly on a Wheel,Crime|Drama|Thriller,Mike Barker,Pierce Brosnan|Maria Bello|Gerard Butler|Emma Karwandy|Claudette Mink,2007,6.3,130
133931,Zambezia,Comedy|Animation|Adventure|Family,Wayne Thornley,Jeremy Suarez|Samuel L. Jackson|Abigail Breslin|Leonard Nimoy|Jeff Goldblum,2012,5.3,68
280871,Ramanujan,Drama|History,Gnana Rajasekaran,Abhinay Vaddi|Suhasini Maniratnam|Kevin McGowan|Abbas|Anmol,2014,5.0,3
239897,Dwegons,Animation,Tom Walsh,Melissa Leo|Maggie Wheeler|Joey D. Vieira|R. Martin Klein|Thomas Francis Walsh III,2014,0.5,1
184341,Hands of Stone,Drama,Jonathan Jakubowicz,Robert De Niro|Edgar Ramírez|Jurnee Smollett|Ellen Barkin|Rubén Blades,2016,6.1,109
334074,Survivor,Thriller,James McTeigue,Pierce Brosnan|Milla Jovovich|Dylan McDermott|Angela Bassett|Robert Forster,2015,5.4,404
199373,The Frozen Ground,Thriller|Crime,Scott Walker,Nicolas Cage|Vanessa Hudgens|John Cusack|Radha Mitchell|Jodi Lyn O'Keefe,2013,6.1,465
14202,The Painted Veil,Drama|Romance,John Curran,Edward Norton|Juliet Howland|Naomi Watts|Ian Renwick|Liev Schreiber,2006,7.1,312
6968,The Baader Meinhof Complex,Action|Crime|Drama|History|Thriller,Uli Edel,Martina Gedeck|Moritz Bleibtreu|Johanna Wokalek|Nadja Uhl|Stipe Erceg,2008,7.1,157
581,Dances with Wolves,Adventure|Drama|Western,Kevin Costner,Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd Red Crow Westerman,1990,7.6,1046
52449,Bad Teacher,Comedy,Jake Kasdan,Cameron Diaz|Jason Segel|Justin Timberlake|Lucy Punch|Phyllis Smith,2011,5.4,1584
12150,Sea of Love,Drama|Crime|Mystery,Harold Becker,Al Pacino|Ellen Barkin|John Goodman|Michael Rooker|William Hickey,1989,6.7,141
11247,A Cinderella Story,Comedy,Mark Rosman,Hilary Duff|Jennifer Coolidge|Chad Michael Murray|Dan Byrd|Regina King,2004,6.1,713
4232,Scream,Crime|Horror|Mystery,Wes Craven,David Arquette|Neve Campbell|Courteney Cox|Matthew Lillard|Rose McGowan,1996,7.0,1476
9378,Thir13en Ghosts,Horror|Thriller,Steve Beck,Tony Shalhoub|Embeth Davidtz|Matthew Lillard|Shannon Elizabeth|Matthew Harrison,2001,5.4,440
694,The Shining,Horror|Thriller,Stanley Kubrick,Jack Nicholson|Shelley Duvall|Danny Lloyd|Scatman Crothers|Barry Nelson,1980,8.1,3757
105,Back to the Future,Adventure|Comedy|Science Fiction|Family,Robert Zemeckis,Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson,1985,8.0,6079
11377,House on Haunted Hill,Horror|Mystery|Thriller,William Malone,Geoffrey Rush|Famke Janssen|Taye Diggs|Peter Gallagher|Chris Kattan,1999,5.5,209
26367,I Can Do Bad All By Myself,Drama|Comedy,Tyler Perry,Tyler Perry|Taraji P. Henson|Adam Rodríguez|Mary J. Blige|Gladys Knight,2009,6.0,40
385383,Fight Valley,Action|Drama,Rob Hawk,Erin O'Brien|Miesha Tate|Holly Holm|Cristiane Justino|Susie Celek,2016,3.9,8
41210,The Switch,Comedy|Romance|Drama,Josh Gordon,Jason Bateman|Jennifer Aniston|Jeff Goldblum|Juliette Lewis|Todd Louiso,2010,5.9,583
12090,Just Married,Comedy,Shawn Levy,Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Alex Thomas,2003,5.3,404
62630,The Devil's Double,Drama|Action|Thriller|Crime|War,Lee Tamahori,Dominic Cooper|Ludivine Sagnier|Raad Rawi|Mehmet Ferda|Philip Quast,2011,6.5,208
16110,Thomas and the Magic Railroad,Animation|Drama|Family|Science Fiction,Britt Allcroft,Alec Baldwin|Peter Fonda|Mara Wilson,2000,4.6,8
29427,The Crazies,Mystery|Horror|Action,Breck Eisner,Timothy Olyphant|Radha Mitchell|Joe Anderson|Danielle Panabaker|Christie Lynn Smith,2010,6.2,633
129,Spirited Away,Fantasy|Adventure|Animation|Family,Hayao Miyazaki,Rumi Hiiragi|Miyu Irino|Mari Natsuki|Takashi Naito|Yasuko Sawaguchi,2001,8.3,3840
244114,Firestorm,Action|Crime,Alan Yuen,Andy Lau|Gordon Lam Ka-Tung|Yao Chen|Hu Jun|Ray Lui,2013,5.9,43
2669,The Bounty,Action|Drama|History,Roger Donaldson,Mel Gibson|Anthony Hopkins|Laurence Olivier|Edward Fox|Daniel Day-Lewis,1984,6.5,108
203833,The Book Thief,Drama,Brian Percival,Geoffrey Rush|Sophie Nélisse|Emily Watson|Nico Liersch|Ben Schnetzer,2013,7.4,1486
13523,Sex Drive,Comedy|Adventure|Romance,Sean Anders,Josh Zuckerman|Amanda Crew|Clark Duke|James Marsden|Seth Green,2008,6.0,342
25195,Leap Year,Romance|Comedy,Anand Tucker,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,2010,6.4,465
17277,The Fall of the Roman Empire,Drama|History,Anthony Mann,Sophia Loren|Stephen Boyd|Alec Guinness|Christopher Plummer|Anthony Quayle,1964,6.0,33
50725,Take Me Home Tonight,Comedy|Drama|Romance,Michael Dowse,Topher Grace|Anna Faris|Dan Fogler|Teresa Palmer|Michelle Trachtenberg,2011,6.2,208
82631,Won't Back Down,Drama,Daniel Barnz,Viola Davis|Maggie Gyllenhaal|Ving Rhames|Lance Reddick|Rosie Perez,2012,5.8,40
73191,The Nutcracker,Family|Fantasy|Music,Emile Ardolino,Darci Kistler|Damian Woetzel|Bart Robinson Cook|Kyra Nichols|Jessica Lynn Cohen,1993,5.6,5
22479,Kansas City,Thriller|Drama|Music|Crime,Robert Altman,Jennifer Jason Leigh|Miranda Richardson|Harry Belafonte|Michael Murphy|Dermot Mulroney,1996,6.1,12
340611,Indignation,Drama,James Schamus,Logan Lerman|Sarah Gadon|Tracy Letts|Linda Emond|Danny Burstein,2016,6.8,69
10065,The Amityville Horror,Horror|Thriller|Drama,Andrew Douglas,Ryan Reynolds|Melissa George|Jesse James|Chloë Grace Moretz|Jimmy Bennett,2005,6.0,588
2757,Adaptation.,Comedy|Crime|Drama,Spike Jonze,Nicolas Cage|Meryl Streep|Chris Cooper|Tilda Swinton|Cara Seymour,2002,7.3,638
11683,Land of the Dead,Horror,George A. Romero,Simon Baker|John Leguizamo|Dennis Hopper|Robert Joy|Asia Argento,2005,6.0,381
244339,Out of Inferno,Action,Danny Pang,Lau Ching-Wan|Angelica Lee|Chen Sicheng|Natalie Tong|Eddie Cheung Siu-Fai,2013,5.8,11
1878,Fear and Loathing in Las Vegas,Adventure|Drama|Comedy,Terry Gilliam,Johnny Depp|Benicio del Toro|Tobey Maguire|Christina Ricci|Ellen Barkin,1998,7.2,1301
23082,The Invention of Lying,Comedy|Romance|Fantasy,Ricky Gervais,Ricky Gervais|Jennifer Garner|Jonah Hill|Louis C.K.|Jeffrey Tambor,2009,6.0,518
195589,Neighbors,Comedy,Nicholas Stoller,Seth Rogen|Zac Efron|Rose Byrne|Dave Franco|Ike Barinholtz,2014,6.2,2713
854,The Mask,Romance|Comedy|Crime|Fantasy,Chuck Russell,Jim Carrey|Cameron Diaz|Nancy Fish|Tim Bagley|Johnny Williams,1994,6.6,2472
2280,Big,Fantasy|Drama|Comedy|Romance|Family,Penny Marshall,Tom Hanks|Elizabeth Perkins|Robert Loggia|John Heard|Jared Rushton,1988,6.9,993
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,Larry Charles,Sacha Baron Cohen|Ken Davitian|Luenell|Pamela Anderson|Bob Barr,2006,6.5,1579
8835,Legally Blonde,Comedy,Robert Luketic,Reese Witherspoon|Luke Wilson|Selma Blair|Matthew Davis|Victor Garber,2001,6.1,882
157,Star Trek III: The Search for Spock,Science Fiction|Action|Adventure|Thriller,Leonard Nimoy,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,1984,6.4,434
8643,The Exorcism of Emily Rose,Crime|Drama|Horror|Thriller,Scott Derrickson,Laura Linney|Tom Wilkinson|Campbell Scott|Jennifer Carpenter|Kenneth Welsh,2005,6.3,659
10402,Deuce Bigalow: Male Gigolo,Comedy,Mike Mitchell,Rob Schneider|William Forsythe|Eddie Griffin|Arija Bareikis|Oded Fehr,1999,5.5,308
218043,Left Behind,Thriller|Action|Science Fiction,Vic Armstrong,Nicolas Cage|Chad Michael Murray|Lea Thompson|Nicky Whelan|Martin Klebba,2014,3.7,392
9043,The Family Stone,Comedy|Drama|Romance,Thomas Bezucha,Claire Danes|Diane Keaton|Rachel McAdams|Dermot Mulroney|Sarah Jessica Parker,2005,6.2,249
21301,Barbershop 2:  Back in Business,Comedy|Drama,Kevin Rodney Sullivan,Ice Cube|Cedric the Entertainer|Sean Patrick Thomas|Keke Palmer|Michael Ealy,2004,5.6,74
10147,Bad Santa,Drama|Comedy|Crime,Terry Zwigoff,Billy Bob Thornton|Tony Cox|Brett Kelly|Bernie Mac|John Ritter,2003,6.5,656
816,Austin Powers: International Man of Mystery,Science Fiction|Comedy|Crime,Jay Roach,Mike Myers|Elizabeth Hurley|Michael York|Mimi Rogers|Seth Green,1997,6.5,1013
302688,My Big Fat Greek Wedding 2,Romance|Comedy|Family,Kirk Jones,John Corbett|Elena Kampouris|Nia Vardalos|Ian Gomez|John Stamos,2016,5.5,322
60307,Diary of a Wimpy Kid: Rodrick Rules,Family|Comedy,David Bowers,Zachary Gordon|Devon Bostick|Rachael Harris|Robert Capron|Steve Zahn,2011,6.3,238
106,Predator,Science Fiction|Action|Adventure|Thriller,John McTiernan,Arnold Schwarzenegger|Carl Weathers|Elpidia Carrillo|Bill Duke|Jesse Ventura,1987,7.3,2093
279,Amadeus,Drama|History|Music,Miloš Forman,F. Murray Abraham|Tom Hulce|Elizabeth Berridge|Roy Dotrice|Simon Callow,1984,7.8,1076
8617,Prom Night,Crime|Horror,Nelson McCormick,Brittany Snow|Scott Porter|Jessica Stroup|Dana Davis|Kelly Blatz,2008,4.8,167
10625,Mean Girls,Comedy,Mark Waters,Lindsay Lohan|Rachel McAdams|Tim Meadows|Ana Gasteyer|Amy Poehler,2004,6.9,2320
10934,Under the Tuscan Sun,Comedy|Drama|Romance,Audrey Wells,Diane Lane|Sandra Oh|Lindsay Duncan|Raoul Bova|Vincent Riotta,2003,6.4,172
5279,Gosford Park,Drama|Mystery|Thriller,Robert Altman,Helen Mirren|Clive Owen|Maggie Smith|Geraldine Somerville|Jeremy Northam,2001,6.8,246
10013,Peggy Sue Got Married,Comedy|Drama|Fantasy|Romance,Francis Ford Coppola,Kathleen Turner|Nicolas Cage|Barry Miller|Catherine Hicks|Joan Allen,1986,5.9,136
194662,Birdman,Drama|Comedy,Alejandro González Iñárritu,Michael Keaton|Emma Stone|Zach Galifianakis|Naomi Watts|Edward Norton,2014,7.4,4535
160588,Blue Jasmine,Comedy|Drama,Woody Allen,Cate Blanchett|Alec Baldwin|Sally Hawkins|Bobby Cannavale|Louis C.K.,2013,7.0,1098
9829,United 93,Drama|History|Crime|Thriller|Action,Paul Greengrass,J.J. Johnson|Polly Adams|Trish Gates|Nancy McDoniel|Opal Alladin,2006,6.9,367
10028,Honey,Romance|Music|Family,Bille Woodruff,Jessica Alba|Mekhi Phifer|Joy Bryant|Romeo Miller|David Moscow,2003,6.0,303
10535,Spy Hard,Action|Comedy,Rick Friedberg,Leslie Nielsen|Nicollette Sheridan|Charles Durning|Marcia Gay Harden|Barry Bostwick,1996,4.9,147
790,The Fog,Horror,John Carpenter,Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh|John Houseman|Tom Atkins,1980,6.4,311
43959,Soul Surfer,Action|Drama,Sean McNamara,AnnaSophia Robb|Helen Hunt|Lorraine Nicholson|Carrie Underwood|Dennis Quaid,2011,6.9,342
10364,Catch-22,War|Comedy|Drama,Mike Nichols,Alan Arkin|Martin Balsam|Richard Benjamin|Art Garfunkel|Jack Gilford,1970,6.7,72
16991,Observe and Report,Comedy|Crime|Drama,Jody Hill,Seth Rogen|Anna Faris|Michael Peña|Ray Liotta|Collette Wolfe,2009,5.6,225
9610,Conan the Destroyer,Adventure|Fantasy|Action,Richard Fleischer,Arnold Schwarzenegger|Grace Jones|Wilt Chamberlain|Tracey Walter|Mako,1984,5.8,383
1578,Raging Bull,Drama,Martin Scorsese,Robert De Niro|Joe Pesci|Cathy Moriarty|Frank Vincent|Nicholas Colasanto,1980,7.7,938
25643,Love Happens,Drama|Romance,Brandon Camp,Aaron Eckhart|Jennifer Aniston|Judy Greer|Martin Sheen|Deirdre Blades,2009,5.6,180
11904,Young Sherlock Holmes,Action|Adventure|Crime|Drama|Family|Mystery|Thriller,Barry Levinson,Nicholas Rowe|Alan Cox|Sophie Ward|Anthony Higgins|Susan Fleetwood,1985,6.7,167
28665,Fame,Music|Comedy|Drama|Romance,Kevin Tancharoen,Kay Panabaker|Naturi Naughton|Kherington Payne|Megan Mullally|Walter Perez,2009,5.5,135
44115,127 Hours,Adventure|Drama|Thriller,Danny Boyle,James Franco|Kate Mara|Amber Tamblyn|Clémence Poésy|Lizzy Caplan,2010,7.0,2606
10569,Small Time Crooks,Action|Comedy|Crime,Woody Allen,Woody Allen|Carolyn Saxon|Tracey Ullman|Michael Rapaport|Tony Darrow,2000,6.4,155
10560,Center Stage,Drama|Music,Nicholas Hytner,Amanda Schull|Zoe Saldana|Susan May Pratt|Peter Gallagher|Scottie Thompson,2000,6.8,90
333348,Love the Coopers,Comedy|Family,Jessie Nelson,Steve Martin|Diane Keaton|John Goodman|Alan Arkin|Olivia Wilde,2015,5.4,167
20483,Catch That Kid,Family|Action|Adventure,Bart Freundlich,Kristen Stewart|Corbin Bleu|Max Thieriot|Jennifer Beals|Sam Robards,2004,4.9,76
11457,Life as a House,Drama,Irwin Winkler,Kevin Kline|Kristin Scott Thomas|Hayden Christensen|Jena Malone|Mary Steenburgen,2001,7.2,120
321697,Steve Jobs,Drama|History,Danny Boyle,Michael Fassbender|Kate Winslet|Seth Rogen|Katherine Waterston|Jeff Daniels,2015,6.8,1573
19840,"I Love You, Beth Cooper",Comedy|Romance,Chris Columbus,Hayden Panettiere|Paul Rust|Lauren London|Lauren Storm|Jack Carpenter,2009,5.1,197
22327,Youth in Revolt,Drama|Comedy|Romance,Miguel Arteta,Michael Cera|Zach Galifianakis|Justin Long|Ray Liotta|Steve Buscemi,2009,5.9,319
38665,The Legend of the Lone Ranger,Action|Adventure|Romance|Western,William A. Fraker,Christopher Lloyd|Matt Clark|Juanin Clay|Jason Robards|John Bennett Perry,1981,3.7,14
2575,The Tailor of Panama,Drama|Thriller,John Boorman,Pierce Brosnan|Geoffrey Rush|Jamie Lee Curtis|Leonor Varela|Brendan Gleeson,2001,6.2,92
11644,Blow Out,Drama|Mystery|Thriller,Brian De Palma,John Travolta|Nancy Allen|John Lithgow|Dennis Franz|Peter Boyden,1981,7.3,236
146227,Getaway,Action|Crime,Courtney Solomon,Ethan Hawke|Selena Gomez|Jon Voight|Paul Freeman|Bruce Payne,2013,4.9,246
68924,The Ice Storm,Drama,Ang Lee,Kevin Kline|Joan Allen|Sigourney Weaver|Henry Czerny|Tobey Maguire,1997,6.9,176
253235,And So It Goes,Comedy|Drama|Romance,Rob Reiner,Michael Douglas|Diane Keaton|Sterling Jerins|Paloma Guzmán|Frances Sternhagen,2014,5.7,164
22102,Troop Beverly Hills,Adventure|Comedy|Family,Jeff Kanew,Shelley Long|Craig T. Nelson|Betty Thomas|Mary Gross|Carla Gugino,1989,5.6,56
18701,Being Julia,Comedy|Drama|Romance,István Szabó,Michael Gambon|Annette Bening|Leigh Lawson|Shaun Evans|Jeremy Irons,2004,6.4,23
10068,Nine 1/2 Weeks,Drama|Romance,Adrian Lyne,Mickey Rourke|Kim Basinger|Margaret Whitton|David Margulies|Christine Baranski,1986,5.8,177
848,Dragonslayer,Fantasy,Matthew Robbins,Peter MacNicol|Caitlin Clarke|Ralph Richardson|John Hallam|Peter Eyre,1981,6.5,67
36811,The Last Station,Drama|Romance,Michael Hoffman,James McAvoy|Christopher Plummer|Helen Mirren|Paul Giamatti|Anne-Marie Duff,2009,6.7,55
522,Ed Wood,Comedy|Drama|History,Tim Burton,Johnny Depp|Martin Landau|Sarah Jessica Parker|Patricia Arquette|Jeffrey Jones,1994,7.3,630
130150,Labor Day,Drama,Jason Reitman,Josh Brolin|Kate Winslet|Gattlin Griffith|Tobey Maguire|Tom Lipinski,2013,6.7,299
12246,Mongol: The Rise of Genghis Khan,History,Sergei Bodrov,Tadanobu Asano|Sun Honglei|Khulan Chuluun|Aliya|Ba Sen,2007,6.5,158
13809,RockNRolla,Action|Crime|Thriller,Guy Ritchie,Mark Strong|Tom Wilkinson|Toby Kebbell|Gerard Butler|Tom Hardy,2008,6.9,836
27380,Megaforce,Adventure|Action|Science Fiction,Hal Needham,Barry Bostwick|Michael Beck|Persis Khambatta|Henry Silva|George Furth,1982,3.5,15
10549,Hamlet,Drama,Kenneth Branagh,Kenneth Branagh|Derek Jacobi|Julie Christie|Richard Briers|Kate Winslet,1996,7.3,117
33870,Mao's Last Dancer,Drama|Romance,Bruce Beresford,Chi Cao|Chengwu Guo|Wen Bin Huang|Joan Chen|Bruce Greenwood,2009,6.8,28
245703,Midnight Special,Adventure|Drama|Science Fiction,Jeff Nichols,Michael Shannon|Jaeden Lieberher|Joel Edgerton|Kirsten Dunst|Adam Driver,2016,6.2,694
10739,Anything Else,Comedy|Romance,Woody Allen,Woody Allen|Jason Biggs|Christina Ricci|Stockard Channing|Danny DeVito,2003,6.2,149
127560,The Railway Man,Drama|History,Jonathan Teplitzky,Jeremy Irvine|Colin Firth|Stellan Skarsgård|Michael MacKenzie|Nicole Kidman,2013,6.7,273
37903,The White Ribbon,Crime|Drama|Mystery,Michael Haneke,Ursina Lardi|Ulrich Tukur|Burghart Klaußner|Christian Friedel|Leonie Benesch,2009,7.2,255
396152,Restoration,Horror,Zack Ward,Emily Roya O'Brien|Adrian Gaeta|Zack Ward|Sarah Ann Schultz,2016,5.3,11
10017,The Wraith,Romance|Science Fiction|Horror|Action|Crime,Mike Marvin,Charlie Sheen|Nick Cassavetes|Sherilyn Fenn|Randy Quaid|Matthew Barry,1986,5.9,108
11468,Salton Sea,Drama|Mystery|Thriller,D.J. Caruso,Val Kilmer|Vincent D'Onofrio|Adam Goldberg|Luis Guzmán|Doug Hutchison,2002,7.0,104
193613,Metallica: Through the Never,Music,Nimród Antal,Dane DeHaan|Mackenzie Gray|James Hetfield|Lars Ulrich|Kirk Hammett,2013,6.7,83
17436,The Informers,Drama,Gregor Jordan,Billy Bob Thornton|Kim Basinger|Mickey Rourke|Winona Ryder|Jon Foster,2008,4.4,60
43434,Carlos,Crime|Drama|Thriller|History,Olivier Assayas,Edgar Ramírez|Alexander Scheer|Fadi Abi Samra|Nora von Waldstätten|Talal El-Jordi,2010,6.7,50
31166,I Come with the Rain,Thriller|Drama,Tran Anh Hung,Josh Hartnett|Elias Koteas|Takuya Kimura|Lee Byung-hun|Tran Nu Yên-Khê,2009,5.6,20
69848,One Man's Hero,Western|Action|Drama|History,Lance Hool,Tom Berenger|Joaquim de Almeida|Daniela Romo|Mark Moses|Stuart Graham,1999,9.3,2
8408,Day of the Dead,Horror|Science Fiction,George A. Romero,Lori Cardille|Terry Alexander|Joseph Pilato|Jarlath Conroy|Anthony Dileo Jr.,1985,6.9,270
332411,I Am Wrath,Action|Crime|Drama|Thriller,Chuck Russell,John Travolta|Christopher Meloni|Rebecca De Mornay|Amanda Schull|Patrick St. Esprit,2016,4.5,179
9389,Renaissance,Action|Animation|Science Fiction,Christian Volckman,Daniel Craig|Catherine McCormack|Romola Garai|Jonathan Pryce|Ian Holm,2006,6.7,77
9626,Red Sonja,Adventure|Fantasy|Action,Richard Fleischer,"Arnold Schwarzenegger|Brigitte Nielsen|Sandahl Bergman|Paul L. Smith|Ernie Reyes, Jr.",1985,5.0,206
75638,Red Lights,Thriller,Rodrigo Cortés,Sigourney Weaver|Robert De Niro|Cillian Murphy|Elizabeth Olsen|Toby Jones,2012,6.0,376
